|||||50|65|||||35|35|35|c
|BGCOLOR(#BB0163):|~KNO|Kurnool|カルヌール|非承認国家|公国|パサン&br;ダッキニー&br;テルグ|スンナ派|イギリス領インドのカースト制度|割譲地区|初期|解放||
|BGCOLOR(#EDAEDD):|~JEY|Jeypore|ジャイプル|非承認国家|公国|オリア||イギリス領インドのカースト制度|オリッサ|初期|解放||
|BGCOLOR(#EDCC03):|~MYB|Mayurbhanj|マユルバニ|非承認国家|公国|オリア||イギリス領インドのカースト制度|オリッサ|初期|解放||
|BGCOLOR(#721964):|~PTN|Patna|パトナ|非承認国家|公国|オリア||イギリス領インドのカースト制度|オリッサ|初期|解放||
|BGCOLOR(#1F91D9):|~NAR|Narsinghpur|ナルシンハプル|非承認国家|公国|オリア||イギリス領インドのカースト制度|オリッサ|初期|解放||
|BGCOLOR(#6A91FF):|~KHR|Kharan|カーラン|非承認国家|公国|バローチ|||バルーチスターン||||
|BGCOLOR(#BCC0BC):|~LBL|Las Bela|ラス・ベラ|非承認国家|公国|バローチ|||バルーチスターン||||
|BGCOLOR(#149201):|~KPR|Khairpur|カイルプール|非承認国家|公国|バローチ|||シンド||||
|BGCOLOR(#01411C):|~DIR|Dir|ディル|非承認国家|公国|パシュトゥーン|||パシュトゥーニスタン||||
|BGCOLOR(#F4C416):|~SWT|Swat|スワット|非承認国家|公国|パシュトゥーン|||パシュトゥーニスタン||||
|BGCOLOR(#E84F8E):|~CAR|Carnatic|カルナティック|非承認国家|王国|タミル|||カルナティック|||形成|
|BGCOLOR(#310D16):|~RAJ|Rajputana|ラージプーターナー|非承認国家|王国|ラージプート|||ラージプーターナー|||形成|
|BGCOLOR(#310D16):|~MHR|Maharashtra|マハラシュトラ|非承認国家|帝国|マラーター|||ボンベイ|||形成|
|BGCOLOR(#E7E06B):|~GUJ|Gujarat|グジャラート|非承認国家|王国|グジャラート|||グジャラート|||形成|
|BGCOLOR(#FFF5EE):|~DRA|Dravida Nadu|ドラヴィダ・ナドゥ|非承認国家|帝国|タミル&br;テルグ&br;マラヤーラム&br;カンナダ|||カルナティック|||形成|
|BGCOLOR(#FFBCE1):|~COC|Cochin|コーチン|非承認国家|公国|マラヤーラム||イギリス領インドのカースト制度|マラバル|初期|解放||
|BGCOLOR(#F9FBFF):|~ALK|Alaska|アラスカ|植民地国家|公国|ロシア|||アラスカ|初期|解放||
|BGCOLOR(#003366):|~BCE|Ceylon|セイロン|植民地国家|公国|イングランド|||セイロン|初期|||
|BGCOLOR(#00843D):|~MLD|Maldives|モルディブ|非承認国家|公国|シンハラ|スンナ派|イギリス領インドのカースト制度|セイロン|初期|||
|BGCOLOR(#FCEF3C):|~BIH|Bihar|ビハール|非承認国家|公国|ビハール|||ビハール||解放||
|BGCOLOR(#D4D397):|~ARK|Arakan|アラカン|非承認国家|公国|ビルマ|||アラカン||解放||
|BGCOLOR(#2D782D):|~IDS|Indusstan|インドスタン|承認国|王国|パンジャーブ&br;シンド|スンナ派||パンジャーブ||||
|BGCOLOR(#6F03FC):|~MPH|Muang Phuan|ムアン・プアン|非承認国家|公国|ラオス|||ラオス||解放||
|BGCOLOR(#03A5FC):|~KLO|Khmer Loeu|高地クメール|分権型国家|公国|クメール|精霊信仰||カンボジア|初期|||
|BGCOLOR(#EBDE34):|~DGR|Degar|デガ|分権型国家|公国|チャンパ|精霊信仰||アンナム|初期|||
|BGCOLOR(#32A2D2):|~SCT|Sip Song Chau Tai|シップソンチャウタイ|分権型国家|公国|ラオス|精霊信仰||トンキン|初期|||
|BGCOLOR(#3B685E):|~BNT|Banat|バナト|承認国|公国|南ドイツ&br;セルビア|カトリック||ヴォヤヴォディナ||解放||
|BGCOLOR(#E2C26A):|~EDE|Eden|エデン|非承認国家|公国|プロメテウス|無神論者||バイエルン||||
|BGCOLOR(#D9171A):|~SPC|Carlist Spain|カルリスタ・スペイン|承認国|王国|スペイン|カトリック||バスク州|初期|||
|BGCOLOR(#A64448):|~ARN|Aragon|アラゴン|承認国|王国|アラゴン|||アラゴン||解放||
|BGCOLOR(#630E57):|~LEO|León|レオン|承認国|王国|アストゥリアス・レオン|||レオン||解放||
|BGCOLOR(#68ADE6):|~ASU|Asturias|アストゥリアス|承認国|公国|アストゥリアス・レオン|||アストゥリアス||解放||
|BGCOLOR(#F7E77C):|~SC1|Nueva España|ヌエバ・エスパーニャ|植民地国家|王国|スペイン|||メキシコ||||
|BGCOLOR(#C7B854):|~SC2|Nueva Granada|ヌエバ・グラナダ|植民地国家|王国|スペイン|||クンディナマルカ||||
|BGCOLOR(#EBCF17):|~SC3|Perú|ペルー|植民地国家|王国|スペイン|||リマ||||
|BGCOLOR(#C3B34B):|~SC4|Río de la Plata|リオ・デ・ラ・プラタ|植民地国家|王国|スペイン|||ブエノスアイレス||||
|BGCOLOR(#DCCA60):|~ALD|Algeria|アルジェリア|非承認国家|王国|マグリブ&br;アマーズィーグ|||アルジェ||解放|形成|
|BGCOLOR(#E40310):|~CON|Constantine|コンスタンティン|非承認国家|公国|マグリブ&br;アマーズィーグ|||コンスタンティーヌ|初期|解放||
|BGCOLOR(#FFCD9B):|~EGY|Egypt|エジプト|非承認国家|王国|ミスル|||下エジプト|初期|解放||
|BGCOLOR(#3878BF):|~ETH|Ethiopia|エチオピア|非承認国家|帝国|アムハラ&br;オロモ&br;ティグライ|||ゴンダール||解放|形成|
|BGCOLOR(#759678):|~MAD|Madagascar|マダガスカル|非承認国家|王国|マダガスカル|||北マダガスカル|初期|解放||
|BGCOLOR(#008130):|~MAS|Mascara|マスカラ|非承認国家|公国|マグリブ&br;アマーズィーグ|||オラン|初期|解放||
|BGCOLOR(#C18A53):|~LIB|Liberia|リベリア|非承認国家|公国|アフリカ系アメリカ|||穀物海岸|初期|解放||
|BGCOLOR(#E09271):|~MOR|Morocco|モロッコ|非承認国家|王国|マグリブ&br;アマーズィーグ|||フェズ|初期|解放||
|BGCOLOR(#6AB22E):|~NAL|Natalia|ナタリア|承認国|公国|ボーア|||ズールーランド||||
|BGCOLOR(#E08B2F):|~ORA|Oranje|オラニエ|非承認国家|公国|ボーア|||トランスオランジア|初期|||
|BGCOLOR(#B49E7F):|~SAF|South Africa|南アフリカ|植民地国家|王国|イングランド|||ケープ植民地|初期|解放||
|BGCOLOR(#008751):|~SOK|Sokoto|ソコト|非承認国家|王国|ハウサ&br;フルベ|||ハウサランド|初期|||
|BGCOLOR(#B48994):|~TRI|Tripolitania|トリポリ|非承認国家|公国|マグリブ|||トリポリ|初期|解放||
|BGCOLOR(#8CB79A):|~TRN|Transvaal|トランスヴァール|非承認国家|公国|ボーア|||トランスヴァール|初期|||
|BGCOLOR(#836555):|~TUN|Tunis|チュニス|非承認国家|王国|マグリブ|||チュニジア|初期|解放||
|BGCOLOR(#A6BDC7):|~ZAN|Zanzibar|ザンジバル|非承認国家|公国|スワヒリ|||ザンジバル||解放||
|BGCOLOR(#CCBAC9):|~ZUL|Zulu|ズールー|非承認国家|王国|ズールー|||ズールーランド|初期|||
|BGCOLOR(#7BCE65):|~SIL|Sierra Leone|シエラレオネ|植民地国家|公国|イングランド|||シエラレオネ|初期|||
|BGCOLOR(#8E5037):|~MTB|Ndebele|ンデベレ|分権型国家|公国|ングニ&br;ショナ|||ザンベジ|初期|||
|BGCOLOR(#C1BD97):|~MSH|Mashona|マショナ|分権型国家|公国|ショナ|||ザンベジ|初期|||
|BGCOLOR(#3C938C):|~MNC|Manica|マニカ|分権型国家|公国|ショナ|||ザンベジア|初期|||
|BGCOLOR(#4B4B94):|~MSK|Maseko|マセコ|分権型国家|公国|ングニ|||ザンベジア|初期|||
|BGCOLOR(#CC7944):|~MTP|Mutapa|ムタパ|分権型国家|公国|ショナ|||ザンベジ|初期|||
|BGCOLOR(#317722):|~NAM|Nama|ナマ|分権型国家|公国|コイサン|||ナマクアランド|初期|||
|BGCOLOR(#DD8C28):|~HRO|Herero|ヘレロ|分権型国家|公国|ヘレロ&br;コイサン|||ヘレロランド|初期|||
|BGCOLOR(#F02879):|~OVB|Ovambo|オバンボ|分権型国家|公国|カヴァンゴ・バントゥー|||ヘレロランド|初期|||
|BGCOLOR(#6E8225):|~SAN|San|サン|分権型国家|公国|コイサン|||ボツワナ|初期|||
|BGCOLOR(#B06AA8):|~LZO|Barotse|バロツェ|分権型国家|公国|カヴァンゴ・バントゥー|||ザンビア|初期|||
|BGCOLOR(#75AADB):|~TSW|Tswana|ツワナ|分権型国家|公国|ツワナ|||ボツワナ|初期|||
|BGCOLOR(#7A694D):|~WBL|Griqualand|グリカランド|非承認国家|公国|グリカ|||北ケープ|初期|||
|BGCOLOR(#B0B083):|~PHL|Philippolis|フィリッポリス|非承認国家|公国|グリカ|||トランスオランジア|初期|||
|BGCOLOR(#CAD9AA):|~KZM|Kazembe|カゼンベ|分権型国家|公国|ルンダ|||カゼンベ|初期|||
|BGCOLOR(#C05A79):|~BMB|Bemba|ベンバ|分権型国家|公国|湖水バントゥー|||カゼンベ|初期|||
|BGCOLOR(#666965):|~KSN|Kasanje|カサンジェ|分権型国家|公国|ルンダ&br;オヴィンブンド|||東アンゴラ|初期|||
|BGCOLOR(#6B5E34):|~OVM|Ovimbundu|オヴィンブンド|分権型国家|公国|オヴィンブンド|||南アンゴラ|初期|||
|BGCOLOR(#63A027):|~CHK|Chokwe|チョクウェ|分権型国家|公国|ルンダ&br;オヴィンブンド|||東アンゴラ|初期|||
|BGCOLOR(#C73C27):|~LND|Lunda|ルンダ|分権型国家|公国|ルンダ&br;オヴィンブンド|||東アンゴラ|初期|||
|BGCOLOR(#9F3CBD):|~KBA|Kuba|クバ|分権型国家|公国|河川バントゥー|||カサイ|初期|||
|BGCOLOR(#4B81B6):|~MNB|Mangbetu|マングベツ|分権型国家|公国|河川バントゥー|||東コンゴ|初期|||
|BGCOLOR(#A47D1A):|~NYM|Unyamwezi|ニャムウェジ|分権型国家|公国|ニャムウェジ|||タンガニーカ|初期|||
|BGCOLOR(#7E5483):|~HHE|Hehe|ヘヘ|分権型国家|公国|湖水バントゥー|||ルフィジ|初期|||
|BGCOLOR(#E67D7F):|~FTJ|Futa Jallon|フータ・ジャロン|非承認国家|公国|フルベ|||ギニア|初期|||
|BGCOLOR(#1515E3):|~BUG|Buganda|ブガンダ|非承認国家|公国|ガンダ|||ウガンダ|初期|||
|BGCOLOR(#6162C3):|~ASH|Ashanti|アシャンティ|非承認国家|王国|アカン|||ゴールドコースト|初期|解放||
|BGCOLOR(#63A0EF):|~YKA|Yaka|ヤカ|分権型国家|公国|バコンゴ&br;ルンダ|||バ・コンゴ|初期|||
|BGCOLOR(#C7A08B):|~KON|Kongo|コンゴ|非承認国家|公国|バコンゴ|カトリック||バ・コンゴ|初期|||
|BGCOLOR(#C8CA55):|~LNG|Loango|ロアンゴ|分権型国家|公国|バコンゴ|||コンゴ|初期|||
|BGCOLOR(#C1AA39):|~FNG|Fang|ファン|分権型国家|公国|芳|||ガボン|初期|||
|BGCOLOR(#298787):|~BNG|Bangala|バンガラ|分権型国家|公国|モンゴ&br;河川バントゥー|||エクアトゥール|初期|||
|BGCOLOR(#896AD9):|~BST|Basutoland|バストランド|非承認国家|公国|ソト|||ズールーランド|初期|||
|BGCOLOR(#63A08B):|~TKE|Teke|テケ|分権型国家|公国|バコンゴ|||コンゴ|初期|||
|BGCOLOR(#D39570):|~BOB|Bobangi|ボバンギ|分権型国家|公国|モンゴ&br;バコンゴ|||エクアトゥール|初期|||
|BGCOLOR(#AF671F):|~LGA|Lega|レガ|分権型国家|公国|河川バントゥー|||東コンゴ|初期|||
|BGCOLOR(#B49296):|~HMB|Hemba|ヘムバ|分権型国家|公国|河川バントゥー|||東コンゴ|初期|||
|BGCOLOR(#2A3F99):|~LBA|Luba|ルバ|分権型国家|公国|ルバ|||カタンガ|初期|||
|BGCOLOR(#AE1842):|~BNY|Bunyoro|ブニョロ|非承認国家|公国|ガンダ&br;湖水バントゥー|||ウガンダ|初期|||
|BGCOLOR(#7EA262):|~ANK|Ankole|アンコール|非承認国家|公国|ガンダ&br;湖水バントゥー|||ウガンダ|初期|||
|BGCOLOR(#A6E1D9):|~ACH|Acholi|アチョリ|分権型国家|公国|羅&br;湖水バントゥー|||ウガンダ|初期|||
|BGCOLOR(#30B1A9):|~KRG|Karagwe|カラグウェ|非承認国家|公国|湖水バントゥー&br;ガンダ|||タンガニーカ|初期|||
|BGCOLOR(#D5A012):|~RWD|Rwanda|ルワンダ|非承認国家|公国|ルワンダ|||タンガニーカ|初期|||
|BGCOLOR(#15BF10):|~BRD|Burundi|ブルンジ|非承認国家|公国|ルンディ|||タンガニーカ|初期|||
|BGCOLOR(#BE6754):|~MSI|Masai|マサイ|分権型国家|公国|マサイ|||リフトバレー|初期|||
|BGCOLOR(#6754BE):|~TRK|Turkana|トゥルカナ|分権型国家|公国|ナイル&br;マサイ|||リフトバレー|初期|||
|BGCOLOR(#9999A8):|~LUO|Luo|羅|分権型国家|公国|羅|||リフトバレー|初期|||
|BGCOLOR(#F4E4A6):|~GGO|Gogo|ゴゴ|分権型国家|公国|湖水バントゥー|||ルフィジ|初期|||
|BGCOLOR(#CB3642):|~SNG|Sangu|サング|分権型国家|公国|湖水バントゥー|||ルフィジ|初期|||
|BGCOLOR(#A9345A):|~KKY|Kikuyu|キクユ|分権型国家|公国|キクユ|||ケニア|初期|||
|BGCOLOR(#126180):|~WSG|Warsangali|ワルサンガリ|非承認国家|公国|ソマリ|||ソマリランド|初期|||
|BGCOLOR(#26A043):|~GLD|Geledi|ゲレディ|非承認国家|公国|ソマリ|||ソマリランド|初期|||
|BGCOLOR(#DCC864):|~MJT|Majerteen|マジェルテーン|非承認国家|公国|ソマリ|||ソマリランド|初期|||
|BGCOLOR(#2CA046):|~DFR|Darfur|ダルフール|非承認国家|公国|フール&br;ベドウィン|||ダルフール|初期|解放||
|BGCOLOR(#E0FFB6):|~ISQ|Isaaq|イサック|非承認国家|公国|ソマリ|||ソマリランド|初期|||
|BGCOLOR(#FF4907):|~HOB|Hobyo|ホビョ|非承認国家|公国|ソマリ|||ソマリランド||解放||
|BGCOLOR(#7B864A):|~DAK|Dar al Kuti|ダル・アル・クティ|分権型国家|公国|フール&br;赤道バントゥー|||ウバンギ・シャリ|初期|||
|BGCOLOR(#D0E139):|~ZND|Azande|アザンデ|分権型国家|公国|アザンデ|||東コンゴ|初期|||
|BGCOLOR(#A75C38):|~DFT|Dar Fertit|ダール・フェルティト|分権型国家|公国|赤道バントゥー&br;アザンデ|||エクアトリア|初期|||
|BGCOLOR(#4E634B):|~DNK|Dinka|ディンカ|分権型国家|公国|ディンカ|||エクアトリア|初期|||
|BGCOLOR(#E6E3F0):|~NUE|Nuer|ヌエル|分権型国家|公国|ヌエル|||エクアトリア|初期|||
|BGCOLOR(#E86544):|~TPS|Toposa|トポサ|分権型国家|公国|ナイル|||エクアトリア|初期|||
|BGCOLOR(#7D7D64):|~AWS|Aussa|オーッサ|非承認国家|公国|アファル|||ゴンダール|初期|||
|BGCOLOR(#01C8C8):|~SHW|Shewa|シェワ|非承認国家|公国|アムハラ&br;オロモ|||オロミア|初期|||
|BGCOLOR(#AF4B0F):|~HAR|Harar|ハラール|非承認国家|公国|アムハラ|スンナ派||オロミア|初期|||
|BGCOLOR(#ECEC68):|~BRN|Borana|ボラナ|分権型国家|公国|オロモ|スンナ派||アムハラ|初期|||
|BGCOLOR(#960019):|~KFA|Kaffa|カッファ|非承認国家|公国|シダマ&br;オロモ|東方諸教会||アムハラ|初期|||
|BGCOLOR(#5341A7):|~SDM|Sidamo|シダモ|非承認国家|公国|シダマ|東方諸教会||アムハラ|初期|||
|BGCOLOR(#7ED0DE):|~WLG|Welega|ウェレガ|非承認国家|公国|オロモ|||アムハラ|初期|||
|BGCOLOR(#A7DACF):|~TGR|Tigray|ティグライ|非承認国家|公国|ティグライ&br;アムハラ|||アムハラ|初期|解放||
|BGCOLOR(#BF934F):|~GJM|Gojjam|ゴジャム|非承認国家|公国|アムハラ|||アムハラ|初期|解放||
|BGCOLOR(#DEC7A3):|~WLO|Wello|ウェロー|非承認国家|公国|アムハラ|||アムハラ||解放||
|BGCOLOR(#E4F368):|~BGM|Begemder|ベゲムデル|非承認国家|公国|アムハラ&br;オロモ&br;ティグライ|||アムハラ|初期|解放||
|BGCOLOR(#1E83A2):|~BOR|Bornu|ボルヌ|非承認国家|公国|カヌリ|||ボルヌ|初期|||
|BGCOLOR(#407C9D):|~BGI|Bagirmi|バギルミ|非承認国家|公国|バギルミ|||ワッダイ|初期|||
|BGCOLOR(#C24229):|~WAD|Wadai|ワダイ|非承認国家|公国|フール|||ワッダイ|初期|解放||
|BGCOLOR(#1E1FA2):|~AIR|Kel Air|ケル・アイル|分権型国家|公国|トゥアレグ|||ニジェール|初期|||
|BGCOLOR(#E6E73E):|~MSN|Massina|マッシーナ|非承認国家|公国|フルベ|||東マリ|初期|||
|BGCOLOR(#D3B8B3):|~OYO|Oyo|オヨ|非承認国家|公国|ヨルバ|||ヨルバ州|初期|||
|BGCOLOR(#6EAD81):|~BEN|Benin|ベナン|非承認国家|公国|エド|||ベナン|初期|||
|BGCOLOR(#BDBBA6):|~CAY|Cayor|カジョール|分権型国家|公国|ウォロフ|||セネガル|初期|||
|BGCOLOR(#D7D77D):|~JLF|Jolof|ジョロフ|分権型国家|公国|ウォロフ|||セネガル|初期|||
|BGCOLOR(#73CC66):|~FTR|Futa Toro|フータ・トロ|非承認国家|公国|フルベ&br;ウォロフ|||セネガル|初期|||
|BGCOLOR(#8962C3):|~KNG|Kong|コング|分権型国家|公国|ジュラ&br;セヌフォ|||象牙海岸|初期|||
|BGCOLOR(#0B54B3):|~DAH|Dahomey|ダホメ|非承認国家|公国|フォン|||ダホメ|初期|解放||
|BGCOLOR(#1B802D):|~MOS|Mossi|モシ|分権型国家|公国|モシ|||ヴォルタ|初期|||
|BGCOLOR(#7F1C2D):|~KRT|Kaarta|カアルタ|非承認国家|公国|バンバラ|||西マリ|初期|||
|BGCOLOR(#1B1C91):|~SGU|Segou|セグー|非承認国家|公国|バンバラ|||西マリ|初期|||
|BGCOLOR(#E67B11):|~TRZ|Trarza|トラルザ|分権型国家|公国|ビダン|||モーリタニア|初期|||
|BGCOLOR(#653F29):|~KBU|Kaabu|カアブ|分権型国家|公国|マンデ|精霊信仰||セネガル|初期|||
|BGCOLOR(#3C7636):|~BND|Bundu|ブンドゥ|分権型国家|公国|フルベ&br;マンデ|||セネガル|初期|||
|BGCOLOR(#39796F):|~SRR|Serer|セレール|分権型国家|公国|フルベ|精霊信仰||セネガル|初期|||
|BGCOLOR(#456D8E):|~SSU|Susu|スス|分権型国家|公国|マンデ|||ギニア|初期|||
|BGCOLOR(#BF5335):|~MDK|Mandinka|マンディンカ|分権型国家|公国|マンデ|||ギニア|初期|||
|BGCOLOR(#E1B955):|~HAU|Gobir|ゴビール|非承認国家|公国|ハウサ|||外ハウサランド|初期|||
|BGCOLOR(#DA682C):|~BLE|Baule|バウレ|分権型国家|公国|アカン|||ウィンドワード・コースト|初期|||
|BGCOLOR(#5EA88E):|~KRU|Kru|クル|分権型国家|公国|クル|||ウィンドワード・コースト|初期|||
|BGCOLOR(#752436):|~KBD|Kabadougou|カバドゥグー|分権型国家|公国|マンデ|||ウィンドワード・コースト|初期|||
|BGCOLOR(#83D222):|~AYI|Anyi|アニ|分権型国家|公国|アカン|||象牙海岸|初期|||
|BGCOLOR(#D22283):|~EWE|Ewe|エウェ|分権型国家|公国|エウェ|||トーゴ|初期|||
|BGCOLOR(#771855):|~IBO|Igbo|イボ|分権型国家|公国|イボ|||ニジェール・デルタ|初期|||
|BGCOLOR(#167911):|~DLA|Duala|ドゥアラ|分権型国家|公国|赤道バントゥー|||南カメルーン|初期|||
|BGCOLOR(#DCD261):|~TBI|Tubu|トゥブ|分権型国家|公国|トゥブ|||チャド|初期|||
|BGCOLOR(#8AA846):|~AHG|Kel Ahaggar|ケル・アハガル|分権型国家|公国|トゥアレグ|||東サハラ|初期|||
|BGCOLOR(#426272):|~TUA|Tuat|トゥアト|分権型国家|公国|アマーズィーグ|||サハラ|初期|||
|BGCOLOR(#715F7A):|~OUA|Tagant|タガント|分権型国家|公国|ビダン|||内モーリタニア|初期|||
|BGCOLOR(#D784A5):|~ADG|Kel Adagh|ケル・アダグ|分権型国家|公国|トゥアレグ|||ティンブクトゥ|初期|||
|BGCOLOR(#CB3025):|~BSS|Bassa|バサ|分権型国家|公国|バサ|||穀物海岸||||
|BGCOLOR(#6A5F4F):|~TIR|Tiris|ティリス|分権型国家|公国|ハラティン|||モーリタニア||||
|BGCOLOR(#8E86BB):|~IBL|IBL|IBL|分権型国家|公国|イビビオ|||ニジェール・デルタ||||
|BGCOLOR(#3D4B6D):|~KSS|Kissi|キッシ|分権型国家|公国|キッシ|||ギニア||||
|BGCOLOR(#3EAF97):|~GAO|Gao|高|分権型国家|公国|ソンガイ|||ティンブクトゥ||||
|BGCOLOR(#F0D564):|~TIV|Tivland|ティブ|分権型国家|公国|ティブ|||ナイジェリア||||
|BGCOLOR(#B3ECD9):|~SRA|Sara|サラ|分権型国家|公国|サラ|||ウバンギ・シャリ||||
|BGCOLOR(#ECAD68):|~EQU|Equatoria|エクアトリア|分権型国家|公国|ナイル|||エクアトリア||||
|BGCOLOR(#8C4187):|~BJA|Beja|ベジャ|分権型国家|公国|ベジャ|||ドンゴラ||||
|BGCOLOR(#8ABB48):|~NBA|Nuba|ヌバ|分権型国家|公国|ヌバ|||エクアトリア||||
|BGCOLOR(#BD9F45):|~SUD|Sudan|スーダン|非承認国家|王国|スーダン&br;ベジャ&br;ベドウィン|||青ナイル||解放||
|BGCOLOR(#657A9E):|~SKM|Usukuma|ウスクマ|分権型国家|公国|スクマ|||タンガニーカ|初期|||
|BGCOLOR(#749D66):|~CHW|Chewa|チェワ|分権型国家|公国|チェワ|||カゼンベ||||
|BGCOLOR(#C90A30):|~LMW|Lomwe|ロムウェ|分権型国家|公国|ロムウェ|||モザンビーク||||
|BGCOLOR(#268C28):|~MKU|Makua|マクア|分権型国家|公国|マクア|||モザンビーク||||
|BGCOLOR(#5B8480):|~SNA|Sena|セナ|分権型国家|公国|セナ|||モザンビーク||||
|BGCOLOR(#C8C16C):|~BTG|Batonga|バトンガ|分権型国家|公国|トンガ|||ロウレンソ・マルケス||||
|BGCOLOR(#5850A3):|~XHO|Xhosa|コサ|分権型国家|公国|コサ|||東ケープ|初期|||
|BGCOLOR(#C0CC6F):|~UYA|Uyao|ウヤオ|分権型国家|公国|ヤオ|||モザンビーク||||
|BGCOLOR(#00AD70):|~ZIM|Zimbabwe|ジンバブエ|非承認国家|王国|ショナ&br;ングニ|||ザンベジア||解放|形成|
|BGCOLOR(#4BB31B):|~MAL|Mali|マリ|非承認国家|王国|バンバラ&br;フルベ&br;ウォロフ&br;マンデ|||西マリ|||形成|
|BGCOLOR(#82172F):|~AFS|Free State|自由州|植民地国家|公国|バコンゴ|||||||
|BGCOLOR(#DCCA60):|~SAH|Sahrawi|サハラウィー|分権型国家|公国|ビダン|||西サハラ||||
|BGCOLOR(#5A8CBE):|~TUG|Touggourt|トゥーグルト|非承認国家|公国|アマーズィーグ|||東サハラ|初期|||
|BGCOLOR(#FFFF99):|~AIT|Ait Abbas|アイト・アッバス|非承認国家|公国|アマーズィーグ|||コンスタンティーヌ|初期|解放||
|BGCOLOR(#BF9A6C):|~GZA|Gaza|ガザ|非承認国家|王国|ングニ|||ロウレンソ・マルケス|初期|||
|BGCOLOR(#DCDC4B):|~MRV|Maravi|マラビ|分権型国家|公国|チェワ|||カゼンベ|初期|||
|BGCOLOR(#DAE7EB):|~BRG|Borgu|ボルグ|非承認国家|公国|マンデ&br;フルベ|||ハウサランド|初期|||
|BGCOLOR(#C5C9A3):|~BMM|Bamum|バムン|分権型国家|公国|赤道バントゥー|スンナ派||北カメルーン|初期|||
|BGCOLOR(#D13F2C):|~MGB|Maghreb|マグレブ|非承認国家|帝国|マグリブ&br;アマーズィーグ&br;ビダン|||チュニジア|||形成|
|BGCOLOR(#FFA407):|~WTU|Witu|ウィトゥ|非承認国家|公国|スワヒリ|||ケニア|初期|||
|BGCOLOR(#7FB148):|~MBS|Mombasa|モンバサ|非承認国家|公国|スワヒリ|イバード派||ケニア|初期|||
|BGCOLOR(#7C805D):|~AJR|Ajuran|アジュラン|分権型国家|公国|ソマリ|スンナ派||ケニア|初期|||
|BGCOLOR(#C4E3F0):|~AUL|Aulihan|アウリハン|分権型国家|公国|ソマリ|スンナ派||ケニア|初期|||
|BGCOLOR(#90219B):|~MJK|Mijikenda|ミジケンダ|分権型国家|公国|湖水バントゥー|||ケニア|初期|||
|BGCOLOR(#655FBC):|~ORM|Orma|オルマ|分権型国家|公国|オロモ|精霊信仰||ケニア|初期|||
|BGCOLOR(#7A8382):|~SKY|Sakuye|サクエ|分権型国家|公国|オロモ|精霊信仰||ケニア|初期|||
|BGCOLOR(#018C50):|~UTR|Utetera|ウテテラ|非承認国家|公国|スワヒリ|イバード派||東コンゴ||||
|BGCOLOR(#9BBC63):|~OGD|Ogaden|オガデン|分権型国家|公国|ソマリ|||オロミア|初期|||
|BGCOLOR(#70A9C7):|~QWR|Qwara|クワラ|非承認国家|公国|アムハラ|||ゴンダール|初期|解放||
|BGCOLOR(#485C0C):|~TGI|Tungi|トゥンギ|非承認国家|公国|スワヒリ|||モザンビーク|初期|||
|BGCOLOR(#D4E636):|~WLT|Wolaita|ウォライタ|非承認国家|公国|シダマ|東方諸教会||アムハラ|初期|||
|BGCOLOR(#228059):|~HDY|Hadiya|ハディヤ|非承認国家|公国|オロモ|スンナ派||アムハラ|初期|||
|BGCOLOR(#FFC5B3):|~ARS|Arsiland|アルシランド|非承認国家|公国|オロモ|スンナ派||オロミア|初期|||
|BGCOLOR(#806259):|~ANU|Anuak|アヌアク|分権型国家|公国|羅|精霊信仰||アムハラ|初期|||
|BGCOLOR(#477980):|~OMO|Omo|オモ|分権型国家|公国|シダマ|精霊信仰||アムハラ|初期|||
|BGCOLOR(#FFD900):|~SWZ|Swaziland|スワジランド|非承認国家|公国|ングニ|||トランスヴァール|初期|||
|BGCOLOR(#ED6B74):|~PDI|Pedi|ペディ|分権型国家|公国|ソト|||トランスヴァール|初期|||
|BGCOLOR(#EB7A53):|~VND|Venda|ヴェンダ|分権型国家|公国|ソト|||トランスヴァール|初期|||
|BGCOLOR(#477918):|~TMN|Temne|テムネ|分権型国家|公国|キッシ|精霊信仰||シエラレオネ|初期|||
|BGCOLOR(#7B6F6F):|~DIO|Diola|ディオラ|分権型国家|公国|フルベ|精霊信仰||シエラレオネ|初期|||
|BGCOLOR(#FFB400):|~AGC|Angoche|アンゴチェ|非承認国家|公国|スワヒリ|||モザンビーク|初期|||
|BGCOLOR(#DD8550):|~ZWY|Zuwayya|ズワイヤ|分権型国家|公国|ベドウィン|||キレナイカ|初期|||
|BGCOLOR(#FF69B4):|~AJJ|Kel Ajjer|ケル・アジェル|分権型国家|公国|トゥアレグ|||フェザーン|初期|||
|BGCOLOR(#E70013):|~FZN|Fezzan|フェザーン|非承認国家|公国|マグリブ|||フェザーン|初期|解放||
|BGCOLOR(#1E3750):|~CYR|Cyrenaica|キレナイカ|非承認国家|公国|マグリブ|||キレナイカ||解放||
|BGCOLOR(#528976):|~LBY|Libya|リビア|非承認国家|王国|マグリブ|||トリポリ||解放|形成|
|BGCOLOR(#8CAF82):|~CMB|Chaamba|シャアンバ|分権型国家|公国|ベドウィン|||東サハラ|初期|||
|BGCOLOR(#CB69ED):|~MZB|Mzab|ムザブ|分権型国家|公国|アマーズィーグ|イバード派||サハラ|初期|||
|BGCOLOR(#5D409C):|~TEK|Tekna|テクナ|分権型国家|公国|ビダン|||内モロッコ|初期|||
